Obs,Sim1,Sim2,Sim3,Sim4,Sim5,Sim6,Sim7,Sim8,Sim9,Sim10,Sim11,Sim12,Sim13,Sim14,Sim15,Sim16,Sim17,Sim18,Sim19,Sim20
3.477238541,1.9386703,1.9908799,2.0351822,2.7702224,2.7915254,2.4586487,2.4508824,1.9180826,2.7131913,4.10876,2.344147,2.0157359,2.936673,2.084435,1.6070898,2.4298286,2.6148703,3.2936432,2.8165152,2.7976277
4.992659312,2.4110231,2.2114973,3.0313041,2.748796,2.7880132,2.4929273,2.4204695,1.9239107,2.641756,4.0841126,2.3094513,2.2736616,2.9065151,1.9944087,1.5959296,2.4207048,2.5978417,3.2584596,2.7876165,2.8606741
16.3703484,3.7465956,3.6909184,12.9125,3.0583088,2.9013782,3.0468578,2.5889664,2.2001705,2.6315734,4.146908,2.309118,3.4012659,3.0759833,2.5424852,1.8984613,2.5511022,2.6081486,3.287719,2.936164,3.2255654
6.291480495,4.4914064,6.7369094,11.5969,3.7362354,3.056478,3.9017618,3.0995052,2.6485674,2.7232,4.3467674,2.3683195,4.2965584,3.4839706,4.1679525,2.5795517,2.8017359,2.645936,3.3932862,3.2158759,3.5855408
4.412343212,4.112493,6.504015,3.9913013,4.3774,3.1301594,4.2932506,3.5436249,2.9338002,2.8892717,4.370552,2.450752,3.9817748,3.7880573,5.196933,3.14801,2.9752617,2.6863048,3.5072827,3.395284,3.5994449
5.529112054,3.6534657,5.7907104,2.6844952,4.808295,3.170031,4.30516,3.7440557,3.0294862,3.0725224,4.391361,2.5278723,3.4359913,3.9156468,5.4683905,3.447456,3.038959,2.719887,3.5954542,3.4852762,3.5295062
5.678558006,3.2637455,5.198903,2.5610075,5.0375433,3.168127,4.1559567,3.78172,3.0148299,3.2246027,4.4200172,2.5850391,3.0403512,3.9401915,5.3489933,3.5226743,3.0348473,2.7451212,3.6464393,3.5070755,3.439251
4.673970671,3.1632264,4.8147607,3.375036,5.1191244,3.1560614,3.9584439,3.717722,2.9425292,3.3134232,4.4495883,2.6080673,2.8811867,3.904954,5.1207857,3.4342709,2.995611,2.7582986,3.65306,3.4669209,3.3831253
10.46005213,3.3785164,4.7244873,5.5430193,5.215264,3.2245572,4.028254,3.7259395,2.953274,3.4103756,4.496798,2.644719,3.119524,3.9260461,5.2032304,3.4783912,3.0034437,2.776105,3.6857693,3.5490372,3.4754198
5.785305114,3.2383401,4.4541235,3.6085186,5.293831,3.2430742,4.095122,3.7515166,2.9749463,3.5218534,4.5196366,2.6872067,3.114392,3.9499538,5.2913184,3.5607765,3.02044,2.79537,3.726428,3.6111865,3.4697762
5.044286095,2.9285655,4.032145,2.590298,5.2111325,3.2153394,3.9506717,3.6877577,2.915843,3.5834658,4.502418,2.7013617,2.8577,3.9062576,5.1147566,3.4756687,2.992458,2.8034163,3.7284048,3.5646474,3.3734543
4.610698749,2.7173414,3.7451558,2.5229883,5.078723,3.209015,3.8043451,3.6031208,2.8312407,3.6283684,4.496156,2.7123244,2.676796,3.8426323,4.797259,3.355734,2.9477077,2.8072457,3.7295208,3.5452495,3.3147795
5.208870728,2.821894,3.5957015,3.9632049,4.8987007,3.1999888,3.6858475,3.5080297,2.7533374,3.6350987,4.487119,2.7096612,2.7161777,3.77547,4.514293,3.2084827,2.9067972,2.805618,3.7147863,3.5057256,3.3044674
15.66348846,3.7269294,4.8407645,12.109964,4.920842,3.3052258,3.9460366,3.5612748,2.8453348,3.6685724,4.5402026,2.7367747,3.4003677,3.8282087,4.8504763,3.3194323,2.9643393,2.8177059,3.7439954,3.6312296,3.5396402
8.965592608,4.8342495,7.210283,10.213511,5.227733,3.4440095,4.51995,3.8061306,3.1210313,3.764399,4.6232595,2.8120785,4.211233,4.0766463,5.8779593,3.7554905,3.1406941,2.850647,3.8305194,3.8715534,3.8316803
15.53810913,6.0266438,8.802901,14.581216,5.641831,3.5845735,5.022996,4.2637496,3.4076927,3.9115772,4.839982,2.9148676,4.6650386,4.4044337,6.8488917,4.2621365,3.3346298,2.8935893,3.9410872,4.1021767,4.072408
13.6946836,8.0186405,12.238023,16.277794,6.329363,3.8086205,5.902298,5.795531,3.8765755,4.1184416,5.5048327,3.064616,5.8238053,5.0930266,8.411031,5.0796475,3.65776,2.9583557,4.100467,4.466709,4.5526047
8.762579016,7.688049,12.4163685,7.763503,6.9747047,3.8914707,6.4171624,7.04918,4.260265,4.349754,5.541915,3.217813,5.8505225,5.6759963,9.582801,5.7585435,3.938647,3.0265732,4.25096,4.693864,4.633584
7.75760351,6.337956,10.508477,3.6240182,7.109052,3.7969692,6.089596,7.311796,4.3012705,4.46963,5.357739,3.2803197,4.843199,5.853356,9.68892,5.7531586,3.994808,3.0658429,4.285415,4.583187,4.3326445
8.490859103,5.4837894,8.967526,3.6365569,6.9042215,3.758845,5.559623,7.026032,4.1544046,4.499014,5.2577806,3.2887106,4.128454,5.804388,9.194897,5.39704,3.9154003,3.0812268,4.2664313,4.4418902,4.137838
8.738512395,4.996229,7.942092,3.629233,6.69086,3.8112934,5.2731867,6.6132812,4.0247407,4.5337305,5.249994,3.3236263,3.8926365,5.716089,8.50643,5.112053,3.8323588,3.0957859,4.287936,4.464847,4.1026297
9.470991646,4.5448213,7.0907216,3.5066545,6.474545,3.840105,5.05531,6.1837406,3.9058726,4.573582,5.2624297,3.3739424,3.6753275,5.608996,7.8233376,4.864994,3.7496486,3.1115992,4.3250074,4.5018454,4.0389333
7.663277883,4.147258,6.336215,3.3652306,6.2157707,3.8234243,4.82665,5.7624364,3.782533,4.5910006,5.264916,3.4141703,3.4954662,5.482453,7.2138906,4.599879,3.6646016,3.1245756,4.3461957,4.4857244,3.9475572
6.315547116,3.7533848,5.5803776,3.2251937,5.8505955,3.7450163,4.508746,5.32832,3.6104362,4.5497766,5.2273774,3.411036,3.2684963,5.315265,6.6213355,4.2447953,3.5572293,3.1227725,4.318589,4.3540883,3.8001626
5.796173911,3.4561992,4.9559464,3.150532,5.429105,3.669205,4.1873507,4.9121323,3.4149373,4.460526,5.173019,3.3768396,3.0877304,5.1288815,6.063797,3.8610363,3.4398549,3.1074538,4.2631674,4.1975756,3.6725254
5.436727283,3.2305024,4.445778,3.0797796,5.005006,3.5980296,3.905329,4.536521,3.222055,4.3415523,5.1135077,3.3271391,2.9539878,4.9414225,5.558905,3.5002377,3.3257198,3.0829592,4.1978936,4.048455,3.5653346
5.100570934,3.0566397,4.025705,3.0109935,4.6075945,3.531004,3.6668386,4.207446,3.0431309,4.2057886,5.0527406,3.2704017,2.8510363,4.7605553,5.1094203,3.1819184,3.2207391,3.0524285,4.1302485,3.9104939,3.474129
4.818758567,2.9204133,3.677207,2.9440901,4.25093,3.467698,3.4661837,3.9233193,2.8820496,4.0622606,4.992124,3.21115,2.7675781,4.589195,4.7118754,2.9101276,3.1268175,3.018118,4.063247,3.7830768,3.3954194
4.566059049,2.8115666,3.386063,2.8790135,3.9398518,3.4077327,3.2963119,3.6795368,2.7390716,3.9171574,4.93216,3.1517274,2.69654,4.4281263,4.3606153,2.6820083,3.0437965,2.9816346,3.9980116,3.6650608,3.326506
4.314524044,2.722689,3.1412637,2.8157105,3.6738691,3.3507721,3.1510413,3.4706573,2.6128364,3.7746153,4.8730206,3.0932872,2.6335437,4.2772064,4.049616,2.4920917,2.9705706,2.9441113,3.9348755,3.5553668,3.2652993
4.107628739,2.6484249,2.9342117,2.7541292,3.4496346,3.2965212,3.025425,3.291392,2.5013855,3.637294,4.8147583,3.0363402,2.5758796,4.135911,3.7732449,2.334363,2.905702,2.9063342,3.873852,3.4530537,3.2101822
3.92945811,2.5849025,2.7581356,2.6942186,3.2624805,3.2447183,2.9156187,3.1370006,2.4026663,3.5067995,4.7573814,2.9810627,2.52187,4.0035844,3.526532,2.2031813,2.8477414,2.868837,3.8148339,3.35731,3.159902
3.770307875,2.5293224,2.6076543,2.6359305,3.107343,3.1951325,2.8186572,3.003405,2.3147612,3.383993,4.7008834,2.9274607,2.4704719,3.879548,3.3052125,2.0936248,2.7953777,2.8319726,3.7576768,3.267436,3.113488
3.576222223,2.4796584,2.4784558,2.579217,2.9792888,3.1475594,2.7322469,2.8871756,2.2359762,3.2692182,4.645251,2.875462,2.421036,3.7631485,3.1056807,2.001563,2.7474952,2.7959633,3.7022321,3.1828282,3.0701873
3.416295646,2.434444,2.3670542,2.5240324,2.8737934,3.1018183,2.6546037,2.7854612,2.1648617,3.162466,4.5904694,2.8249636,2.373154,3.6537745,2.9249098,1.9236056,2.7031791,2.7609382,3.648361,3.1029637,3.0294156
3.284705574,2.392616,2.270611,2.4703317,2.786863,3.057749,2.584327,2.695908,2.1001987,3.0634947,4.5365233,2.7758558,2.3265681,3.5508635,2.760366,1.8570049,2.6617005,2.7269623,3.5959373,3.0273893,2.990719
3.118568256,2.353403,2.186796,2.418072,2.7150652,3.0152097,2.520306,2.6165783,2.040974,2.9719155,4.483399,2.7280343,2.2811122,3.4539006,2.6099293,1.7995528,2.6224875,2.694055,3.5448492,2.955711,2.9537442
2.977662073,2.3162444,2.1136842,2.3672109,2.6555068,2.9740741,2.4616513,2.5458765,1.9863503,2.887254,4.43108,2.6814044,2.236678,3.3624163,2.471823,1.749481,2.5850992,2.6622064,3.4949975,2.8875837,2.9182155
2.855776283,2.280732,2.0496747,2.3177078,2.6057847,2.934231,2.407641,2.4824884,1.9356382,2.808994,4.379553,2.6358829,2.1931913,3.2759826,2.3445551,1.7053766,2.5491982,2.6313853,3.446295,2.8227067,2.883918
2.725738896,2.2465668,1.99343,2.2695234,2.5639267,2.8955805,2.357683,2.4253292,1.8882711,2.7366073,4.3288026,2.5913982,2.1506016,3.1942105,2.2268682,1.6661111,2.5145278,2.6015496,3.3986647,2.760815,2.8506832
2.631025098,2.21353,1.9438251,2.2226188,2.5283287,2.8580346,2.3112867,2.3735,1.8437831,2.6695726,4.2788153,2.5478883,2.1088707,3.1167448,2.1176991,1.6307832,2.480895,2.5726492,3.3520386,2.701675,2.8183784
2.555719865,2.1814604,1.8999112,2.1769574,2.4976964,2.8215144,2.2680407,2.3262548,1.8017908,2.6073906,4.2295775,2.5052996,2.0679693,3.0432622,2.016144,1.5986716,2.448154,2.5446315,3.306357,2.64508,2.786899
2.472263035,2.1502378,1.8608843,2.1325026,2.4709918,2.7859495,2.2275958,2.2829702,1.7619784,2.5495906,4.1810756,2.4635866,2.0278738,2.9734683,1.9214323,1.5691986,2.4161942,2.5174427,3.2615662,2.590847,2.7561624
2.388418033,2.119773,1.8260611,2.0892198,2.4473882,2.7512772,2.1896539,2.2431247,1.7240845,2.4957354,4.1332965,2.4227097,1.9885637,2.907094,1.8329021,1.5419008,2.3849332,2.49103,3.2176194,2.5388122,2.726102
2.259933332,2.0899973,1.7948592,2.0470746,2.4262278,2.7174413,2.1539571,2.2062795,1.6878924,2.4454234,4.0862265,2.3826342,1.9500206,2.843894,1.7499832,1.5164053,2.3543077,2.4653428,3.1744747,2.488829,2.696665
2.200931294,2.0608592,1.7667806,2.0060344,2.4069922,2.6843915,2.1202817,2.1720634,1.6532221,2.3982885,4.039854,2.34333,1.9122279,2.7836437,1.6721808,1.4924119,2.3242693,2.4403334,3.1320946,2.4407659,2.6678083
2.198602266,2.0323179,1.7413995,1.9660668,2.3892717,2.6520824,2.0884314,2.140161,1.6199225,2.353999,3.9941654,2.30477,1.87517,2.7261386,1.5990636,1.469678,2.2947805,2.4159567,3.090446,2.3945043,2.6394963
2.118250806,2.0043411,1.7183503,1.9271411,2.3727453,2.6204739,2.0582333,2.1103039,1.5878671,2.3122566,3.9491494,2.2669308,1.8388319,2.6711905,1.5302533,1.4480075,2.2658117,2.3921716,3.0494986,2.3499365,2.6117
2.016549924,1.9928287,1.7072034,1.9264979,2.3598373,2.5911458,2.0354986,2.0829294,1.5612984,2.2736485,3.9061925,2.2301998,1.8142476,2.62113,1.4657954,1.4278985,2.2382023,2.369842,3.012049,2.3095539,2.5895195
6.547673555,2.5180576,2.0032234,3.0829654,2.4392393,2.6022012,2.201485,2.090864,1.631193,2.2512028,3.8959398,2.2016742,2.206338,2.632139,1.4171485,1.4579393,2.2442958,2.3582783,3.0019476,2.3271766,2.726432
4.56644722,3.5890567,2.896386,9.003504,2.9491262,2.7186127,3.0194416,2.299597,2.0239275,2.3113494,3.9659975,2.215937,3.41622,2.8720207,1.5586753,1.8102616,2.3942158,2.3795762,3.0850773,2.5415485,3.171675
2.712929243,3.7075043,3.7049074,6.378499,3.6308672,2.784522,3.7116559,2.6002932,2.4394228,2.4500492,3.9984393,2.2657635,3.7392924,3.2114847,2.258185,2.3132055,2.5784736,2.417566,3.206129,2.7442684,3.337595
2.707883016,3.3614228,3.4648328,2.5833316,4.036091,2.7788484,3.7779086,2.7473645,2.6142788,2.5665798,3.9737437,2.2935374,3.2530036,3.3810093,2.6362553,2.548756,2.6566918,2.4445477,3.262695,2.771787,3.2427382
2.907403067,3.4018202,3.5805626,5.391762,4.384368,2.8502975,3.8633687,2.8889217,2.7245967,2.7190123,4.0214787,2.3396537,3.1273136,3.4915519,2.916432,2.777549,2.7041764,2.473014,3.3390696,2.8868923,3.3073454
3.808736835,3.417692,4.0306716,4.3923197,4.7580633,2.926308,4.0517673,3.0691066,2.845525,2.9177556,4.0917325,2.4092574,3.1615922,3.6050887,3.3356342,3.0696676,2.7605634,2.5084732,3.4397137,3.0482953,3.3877614
2.865480566,3.1375098,3.7835183,2.4413743,5.0081577,2.9402814,4.065601,3.1871169,2.8918498,3.1141284,4.129046,2.4739432,2.9174392,3.6601286,3.5197282,3.2483227,2.7808428,2.5412264,3.5190785,3.1292322,3.3326519
2.313889143,2.806905,3.3578184,2.181216,4.9974875,2.888992,3.8370628,3.1724896,2.8231323,3.2289042,4.1147227,2.4939992,2.5891993,3.6230593,3.4392934,3.1843395,2.7442718,2.5575783,3.5277488,3.0656848,3.19409
2.175700159,2.5592062,3.012955,2.1309595,4.8099174,2.838181,3.5496376,3.0817132,2.6926522,3.2694883,4.079464,2.4811785,2.3450613,3.5361447,3.2344959,2.9879766,2.675353,2.5589533,3.4955184,2.9665027,3.074179
2.090302472,2.3732946,2.743524,2.0873408,4.538481,2.790154,3.2882164,2.9636536,2.5436149,3.2593946,4.0375295,2.4513845,2.1779618,3.431422,2.9931407,2.752871,2.5954275,2.5498488,3.4475024,2.8696027,2.9750001
2.00645747,2.2321217,2.5309925,2.0449464,4.2393374,2.7446272,3.068641,2.8415513,2.3967276,3.215569,3.9935915,2.4133449,2.060562,3.3231826,2.7540245,2.522434,2.5155966,2.5335438,3.394283,2.7800298,2.891996
1.922612469,2.1233754,2.361569,2.003668,3.94482,2.701349,2.887782,2.7257166,2.2609818,3.1501658,3.9493406,2.3717816,1.9742392,3.217587,2.5327067,2.3145533,2.4410727,2.5124185,3.3402328,2.6976933,2.8215945
1.892335107,2.102568,2.283544,2.0678358,3.6896312,2.6850278,2.7656426,2.6269681,2.1529188,3.0768883,3.9133823,2.3357313,1.9481684,3.125681,2.3361819,2.1499815,2.379624,2.49084,3.2958465,2.6510403,2.7928247
2.141152913,2.3029132,2.4159594,2.3633518,3.5577047,2.7225966,2.796087,2.583384,2.131176,3.0246272,3.9105468,2.3296394,2.120255,3.0852861,2.1782725,2.0962906,2.3591723,2.4814088,3.2903614,2.70944,2.86333
10.35679856,3.2845514,3.9397078,13.118829,3.677392,2.8361921,3.1760747,2.7109573,2.292858,3.0234535,3.991801,2.3615174,2.929241,3.1781204,2.5420024,2.296108,2.4388635,2.4936554,3.3343625,2.889082,3.1664932
10.89208679,7.446477,11.180844,30.75013,4.537348,3.1596859,4.7290673,4.451332,2.9441466,3.297301,5.25851,2.47878,5.338343,3.9286215,4.7165155,3.2810552,2.8062594,2.5800571,3.4919765,3.3845372,4.0851297
37.32655259,11.964348,19.0209,28.411774,7.325422,3.638043,8.755867,8.961998,4.5745764,4.671,6.924713,2.7310896,8.455835,5.560486,8.434942,6.274687,3.566414,3.237247,3.9889066,4.2123604,5.340279
11.24532268,12.013054,20.247164,13.961555,10.265031,3.943155,11.414815,12.48251,6.2099404,6.225677,6.913533,3.044018,9.031766,6.9594665,11.368847,9.181151,4.3009176,4.2488737,4.746549,4.8569493,5.7952876
10.686356,10.20113,17.74192,7.0501957,11.908919,4.0751762,11.602941,13.551335,7.0121603,7.2855854,6.443334,3.321963,7.714995,7.628175,12.562936,10.3601465,4.6922283,4.9958024,5.203855,5.1480103,5.6264215
8.963651751,8.587566,15.129153,4.9849987,12.470462,4.144294,10.802238,13.170996,7.208006,7.9084835,6.2541285,3.5405736,6.3720174,7.827686,12.595999,10.368846,4.8004937,5.447547,5.417481,5.262544,5.3547206
7.405532137,7.1887183,12.798358,3.9149437,12.269962,4.1138554,9.704948,12.151322,7.0459456,8.2039995,6.1766043,3.6843128,5.212648,7.7689323,11.939967,9.7148905,4.711605,5.6839013,5.4767723,5.220717,4.996887
7.294515144,6.1527576,10.877511,3.848398,11.543278,4.0404854,8.575086,10.892684,6.681732,8.228322,6.1121187,3.736603,4.3955703,7.5627127,10.986191,8.706493,4.5034065,5.760009,5.41765,5.045558,4.662264
7.862797933,5.472744,9.4919195,3.809115,10.659061,4.0445256,7.7096024,9.692003,6.302626,8.112004,6.081755,3.775365,3.9976885,7.3325677,10.023789,7.741468,4.289185,5.73814,5.35424,4.976447,4.4796124
6.651703465,5.1051874,8.443941,4.2383404,9.762809,4.052438,7.0653343,8.636877,5.968142,7.91308,6.0659623,3.8120995,3.889155,7.1112056,9.181533,6.9107437,4.108342,5.6563168,5.297558,4.9450274,4.3744893
22.35866711,5.3692966,8.090752,10.597742,9.0307665,4.1285305,6.779538,7.817369,5.7864537,7.684195,6.08469,3.8612678,4.4610877,6.9650292,8.85653,6.371857,4.0421777,5.546062,5.265627,5.0101132,4.504715
13.6946836,7.787209,11.4057665,22.542019,8.715796,4.368693,7.1219606,7.6350985,5.933175,7.4948983,6.424953,3.964493,6.1478677,7.1000466,9.56892,6.3923173,4.2134376,5.4905643,5.3054447,5.3095174,5.081834
40.33876191,10.844692,16.559587,22.49148,9.070375,4.739966,8.436645,9.418077,6.808739,7.620098,7.4836254,4.173079,8.558249,7.9011483,11.548308,7.1971335,4.723025,5.9157,5.458845,5.9046135,5.966908
17.60745035,11.017164,17.433826,13.900176,9.714104,4.978903,9.559698,11.072879,7.7465887,7.9616714,7.550379,4.4273314,9.061345,8.664844,13.193583,8.088104,5.229715,6.544254,5.657094,6.368146,6.28533
22.17234488,10.077792,16.161703,9.497776,10.150486,5.1183944,9.76495,11.501424,8.237288,8.20567,7.32803,4.667015,8.4128065,9.056806,13.905403,8.60286,5.5367517,7.0133953,5.835641,6.624245,6.253593
14.43997251,8.876729,14.258866,6.447143,10.274727,5.187282,9.436385,11.141854,8.328176,8.337831,7.2382646,4.8663754,7.469523,9.135959,13.841054,8.709112,5.642231,7.2558455,5.9692335,6.7335377,6.0642724
12.48358914,7.8560786,12.344447,6.0358987,10.098217,5.207451,8.860181,10.417943,8.159059,8.368036,7.2088304,5.013207,6.5957866,9.024232,13.235978,8.46861,5.589496,7.322349,6.0480547,6.7332883,5.8260617
14.25365028,7.2292657,10.885713,6.6878414,9.770595,5.2325163,8.356498,9.623936,7.917685,8.320339,7.2099757,5.1224794,6.2412105,8.851606,12.56802,8.1103945,5.4936204,7.2736974,6.094297,6.7246737,5.6928587
11.73830023,6.764656,9.712599,6.9486785,9.377846,5.2479587,7.9399385,8.877194,7.6630006,8.225742,7.21402,5.204749,6.041656,8.658288,11.920906,7.7331476,5.3892517,7.1512465,6.1219506,6.704172,5.5812798
10.24772242,6.4035616,8.771181,6.1817336,8.983405,5.2602906,7.6197214,8.222641,7.4297805,8.107054,7.216074,5.269504,5.95779,8.466792,11.357621,7.396857,5.2998853,6.9849467,6.1409903,6.6834116,5.497288
9.073892402,6.855619,9.171962,13.674159,8.642668,5.3197265,7.450479,7.689879,7.2609067,7.976775,7.2375736,5.327027,6.2865095,8.3099785,11.012696,7.1556296,5.256146,6.797695,6.160922,6.7015533,5.5750985
20.58860596,8.60026,11.987217,16.51543,8.609984,5.5062165,7.8129454,7.6132193,7.3737063,7.8698416,7.329969,5.428839,7.6436415,8.453012,11.633954,7.325671,5.4244075,6.688422,6.233898,6.9419403,6.001638
12.01778357,9.51322,13.395251,15.638081,8.772877,5.673172,8.238255,8.078246,7.6676464,7.807991,7.605167,5.5682993,8.36078,8.765787,12.448282,7.69105,5.6692667,6.773608,6.342651,7.2034364,6.285049
29.81155614,10.671692,15.169219,17.667404,9.106742,5.8752055,8.759246,9.0493,8.21015,7.8027797,8.050019,5.738325,9.141547,9.206252,13.400347,8.21185,5.971932,7.073988,6.481067,7.504287,6.64187
19.47067261,11.849724,17.068295,19.240479,9.606153,6.1055303,9.465232,10.38146,8.939186,7.9673796,8.51457,5.937887,9.993522,9.759705,14.499516,8.878347,6.3327966,7.5707045,6.6505766,7.850589,7.046408
26.27143385,12.23163,18.056812,15.637566,10.244781,6.314262,10.381193,11.693445,9.699477,8.341253,8.744071,6.15833,10.502423,10.329277,15.555292,9.581954,6.708115,8.178906,6.8468957,8.189919,7.3415318
15.55790586,12.557628,18.351503,18.647144,10.787956,6.5012565,10.807952,12.393241,10.23452,8.673617,8.869356,6.374263,10.574576,10.738083,16.218021,10.092201,6.9962773,8.714803,7.0403376,8.4508,7.530503
32.69955065,13.490679,20.033075,18.93656,11.5622635,6.755496,11.71119,13.528906,10.946294,9.143618,9.382321,6.612047,11.4289665,11.295491,17.151217,10.780946,7.356113,9.38007,7.2629967,8.820367,7.9441533
16.11687254,12.635174,19.070486,12.108817,12.14097,6.888861,11.938669,14.033412,11.403089,9.5232935,9.290027,6.8393326,11.084896,11.665283,17.644558,11.232051,7.611554,9.933867,7.4739656,9.049217,7.941102
18.25957814,12.04445,17.78185,14.531335,12.320927,6.9847035,11.5979185,13.698288,11.474126,9.742832,9.176493,7.0278597,10.443429,11.7562475,17.54286,11.265053,7.696076,10.234032,7.6378827,9.144691,7.851858
45.18313978,13.427111,19.484983,22.46531,12.502934,7.2167764,11.725245,13.80132,11.741184,9.926162,9.708538,7.2237353,11.297194,12.026243,17.861002,11.418178,7.8640623,10.5892935,7.810592,9.40632,8.228214
36.42599516,14.705465,21.709034,21.582361,13.155638,7.4957457,12.86046,14.947065,12.424305,10.408116,10.380244,7.458453,12.610458,12.601889,18.805351,12.082437,8.20738,11.1867485,8.032044,9.815728,8.733007
36.33283405,14.1592865,21.21195,14.8846855,13.693428,7.656277,13.351029,15.632019,12.938266,10.859808,10.340651,7.693134,12.5454445,13.040027,19.432009,12.5891695,8.492305,11.730539,8.256055,10.086215,8.806861
24.50137271,13.053982,19.385704,12.771226,13.802859,7.73135,13.002843,15.2676325,12.999422,11.112705,10.120406,7.888714,11.684712,13.144684,19.357391,12.602476,8.585398,12.001449,8.433984,10.171701,8.629548
28.41413945,12.974599,18.807446,16.716337,13.677906,7.8447003,12.5482435,14.555778,12.9172,11.213939,10.1384325,8.056583,11.449881,13.153726,19.107449,12.419,8.605985,12.117698,8.579944,10.257688,8.630002
22.17234488,13.34422,19.26527,17.1407,13.5574465,8.000778,12.375126,14.342342,13.011984,11.232171,10.415749,8.228902,11.868949,13.295023,19.159454,12.337242,8.689594,12.276449,8.726322,10.438242,8.797743
18.63222259,12.545578,18.10863,11.091625,13.35717,8.065883,12.08876,14.002919,13.01305,11.20305,10.386317,8.388324,11.511868,13.352777,19.016031,12.182537,8.7261915,12.362,8.853741,10.527047,8.688099
14.53313362,11.02831,15.560034,7.39556,12.853644,7.9586883,11.3537,13.178401,12.679738,11.095056,10.255192,8.479684,10.286953,13.143234,18.193342,11.650958,8.576825,12.242861,8.904501,10.358392,8.245858
12.66991136,9.754192,13.223703,6.9922266,11.987213,7.731917,10.3310585,12.049318,12.084018,10.8438015,10.110142,8.449695,9.133098,12.730372,16.943651,10.726009,8.265343,11.945204,8.834164,9.934225,7.730651
11.55197801,9.718652,12.338929,14.028786,11.058233,7.6580114,9.568433,10.953566,11.481786,10.510261,10.023806,8.369959,8.982311,12.3023405,15.820308,9.834152,7.960611,11.55356,8.733307,9.616127,7.592317
42.48146751,11.538172,14.693218,20.39088,10.644427,7.862504,9.76628,10.756818,11.401657,10.249504,10.388187,8.387725,10.538902,12.273247,15.813771,9.675514,7.9654946,11.347225,8.753478,9.7853775,8.082842
17.42112812,11.970498,15.622309,14.171421,10.629103,8.015879,10.223176,11.314168,11.680172,10.152312,10.647389,8.487344,11.372669,12.483799,16.291462,9.953763,8.144451,11.367094,8.855004,10.041562,8.353399
16.11687254,10.938577,13.881839,9.560287,10.564005,8.034605,10.16588,11.295855,11.691147,10.104949,10.466922,8.58669,10.726828,12.457827,16.177872,10.031973,8.208449,11.278354,8.943341,10.083372,8.192552
16.11687254,10.175523,12.387651,9.447782,10.388052,8.032718,9.874453,10.840156,11.486825,10.038428,10.367962,8.661957,10.144202,12.258499,15.682491,9.902491,8.174312,11.055167,8.999938,10.036881,8.036741
12.76307247,9.476049,11.064239,8.042548,10.129877,8.003311,9.516769,10.226155,11.18069,9.95274,10.306436,8.711066,9.655735,11.981077,15.005738,9.652301,8.085389,10.748912,9.029039,9.945493,7.8595796
12.76307247,9.613093,10.768987,14.375197,9.83228,8.009198,9.224449,9.601039,10.86442,9.84301,10.274424,8.738825,9.64565,11.693109,14.372348,9.368591,7.991516,10.398428,9.038741,9.863682,7.835838
23.84924492,11.479856,13.452661,20.431335,9.824201,8.172905,9.5327635,9.456404,10.86456,9.750313,10.417645,8.803173,11.021389,11.718612,14.726626,9.491354,8.113883,10.168679,9.096029,10.032304,8.263395
16.02371143,12.074911,14.758087,15.279058,10.051753,8.308965,9.99497,10.047366,11.162908,9.70543,10.697857,8.908867,11.783464,11.972106,15.449798,9.873353,8.349856,10.187574,9.195542,10.253471,8.525374
15.46474475,11.231771,13.545076,10.164558,10.206006,8.341501,10.0433035,10.198514,11.25076,9.692473,10.579468,9.007867,11.293372,12.014915,15.616439,10.075463,8.476713,10.146985,9.282602,10.313595,8.430608
14.53313362,10.330884,11.9094925,8.511421,10.18509,8.327722,9.786443,9.929343,11.101178,9.678724,10.496259,9.077279,10.560198,11.861731,15.233678,10.016053,8.470621,9.995654,9.335764,10.261057,8.244759
12.76307247,9.6891775,10.579728,9.139177,10.0175085,8.299439,9.437791,9.485372,10.834395,9.642678,10.446639,9.115332,10.0436735,11.615388,14.5922985,9.78231,8.3879595,9.772322,9.356488,10.162339,8.083114
11.73830023,9.226666,9.633058,8.571313,9.791736,8.271807,9.149094,9.016382,10.551836,9.588531,10.406772,9.132377,9.803582,11.34853,13.964917,9.510873,8.293121,9.509728,9.360083,10.065686,7.970416
10.15456131,8.623696,8.600276,7.09464,9.47217,8.174532,8.788188,8.5294695,10.222929,9.50293,10.340199,9.117492,9.387879,11.04565,13.226724,9.1502695,8.163211,9.222658,9.333359,9.891625,7.7628326
9.260214627,8.000761,7.539439,6.6185727,8.961031,7.9973063,8.2561245,7.9809284,9.80027,9.330359,10.224312,9.037045,8.854057,10.676443,12.345655,8.590953,7.9699683,8.911152,9.240692,9.568027,7.475321
8.505609613,7.515816,6.660948,6.4405956,8.344597,7.8279753,7.710314,7.427288,9.338581,9.088444,10.089843,8.912798,8.426566,10.279185,11.436393,7.95687,7.746717,8.587236,9.112271,9.221412,7.2263694
7.862797933,7.179876,6.004399,6.3241076,7.735952,7.7053943,7.257382,6.9260125,8.8973055,8.818018,9.960811,8.777501,8.131631,9.892796,10.574447,7.3758125,7.529738,8.26606,8.983055,8.930963,7.0480676
7.55536626,6.9644237,5.5793195,6.208892,7.254641,7.6461453,6.975205,6.5305853,8.538829,8.575633,9.863087,8.673148,7.977738,9.555683,9.79349,6.9625697,7.355547,7.9673233,8.891685,8.767195,6.9541917
