Obs,Sim1,Sim2,Sim3,Sim4,Sim5,Sim6,Sim7,Sim8,Sim9,Sim10,Sim11,Sim12,Sim13,Sim14,Sim15,Sim16,Sim17,Sim18,Sim19,Sim20
3.516443843,1.8370354,2.2657094,2.2138915,3.6748219,1.9121721,2.7197194,2.4374788,1.815407,1.9980937,2.5885825,1.3500732,1.2991107,2.3532495,1.2398733,2.3598874,1.7648768,1.9710763,2.1239405,1.7580225,2.1307566
3.962840842,2.271012,2.743424,7.7416024,3.8298948,2.0051808,2.9812856,2.5715427,1.9119945,2.0867774,2.6667027,1.3894229,1.715243,2.469076,1.7047961,2.5116518,1.8211606,1.987259,2.172583,1.8888918,2.3269753
2.487013545,2.3757634,3.1628134,4.677393,4.1287403,2.089092,3.3202693,2.7931824,2.0547485,2.2352242,2.7430205,1.4598336,1.9021566,2.6338737,2.4925432,2.8294911,1.9082757,2.011758,2.262378,2.050086,2.4417791
1.922224297,2.1611035,3.0261137,1.8304121,4.3418036,2.1113715,3.3931963,2.9339855,2.1162174,2.3949976,2.7898436,1.5290488,1.7333248,2.7291696,2.907304,3.0197206,1.95595,2.0336936,2.3393807,2.1331286,2.4077241
1.588008805,1.900026,2.6744628,1.456935,4.3148336,2.073301,3.1889536,2.9176989,2.0697217,2.4847147,2.788755,1.5581735,1.4815398,2.7197511,2.9401875,2.9384146,1.9457206,2.0432398,2.3556013,2.095654,2.2987328
1.422647829,1.7062646,2.3904715,1.42289,4.1236453,2.0354793,2.9150782,2.8132641,1.9664534,2.5089335,2.7689302,1.5574266,1.2965964,2.6539698,2.7890568,2.7123451,1.9018192,2.0417252,2.3361459,2.02802,2.2049353
1.362481277,1.5626757,2.1722708,1.3984277,3.8562148,2.0000467,2.663717,2.677897,1.8454002,2.4890618,2.7431839,1.5412598,1.1734525,2.5673807,2.574425,2.4463053,1.8447976,2.032547,2.3029234,1.9614578,2.1283445
1.324440489,1.6784923,2.1776865,1.9378352,3.6010463,1.9976634,2.5268497,2.5659516,1.7567091,2.446014,2.7376637,1.5236781,1.22801,2.501796,2.3581953,2.226868,1.8007404,2.021372,2.2730176,1.9327911,2.132219
4.331603581,1.9666196,2.510827,2.0407126,3.5397437,2.055327,2.6862962,2.594417,1.7950739,2.4366295,2.7839353,1.5335958,1.5429167,2.5429726,2.2409015,2.226732,1.8207686,2.0217757,2.282716,2.0164037,2.252645
1.837602953,1.890435,2.5264928,1.5660298,3.5749366,2.072421,2.7983568,2.6599627,1.837844,2.4726067,2.8151038,1.5576941,1.5456278,2.593028,2.296906,2.29995,1.8470336,2.027229,2.3094482,2.0809062,2.2572749
1.48242621,1.6960655,2.2887836,1.3715626,3.5027878,2.0372877,2.6899753,2.6339042,1.8076618,2.477654,2.8037732,1.5617304,1.3713948,2.5729122,2.255355,2.235765,1.8366339,2.0256019,2.3047743,2.0462244,2.1792192
1.320170605,1.5500536,2.0876992,1.3439815,3.3415875,2.0022786,2.5087092,2.548068,1.7333591,2.4462879,2.7797494,1.548891,1.2274903,2.5102673,2.1312687,2.0847285,1.8016235,2.0166419,2.2791758,1.9850183,2.109245
1.251076113,1.4410486,1.9322385,1.3217849,3.1428857,1.9693161,2.333963,2.441614,1.6442983,2.391624,2.7523074,1.5275667,1.1291747,2.4323845,1.9819769,1.910573,1.7568375,2.002697,2.2457943,1.9244562,2.0510643
1.221575094,1.3588175,1.810918,1.3001782,2.937086,1.9381851,2.183656,2.333095,1.5547389,2.3229256,2.7238898,1.5023265,1.0611627,2.351421,1.8329284,1.7424841,1.710202,1.9854658,2.2101364,1.8682643,2.0021007
1.18469882,1.29597,1.715159,1.2790786,2.7410836,1.9086945,2.0581272,2.230677,1.4710442,2.2466786,2.6953702,1.4756125,1.0121387,2.272604,1.6944366,1.5921696,1.6656249,1.966169,2.1744487,1.8164905,1.9603198
1.156362315,1.2914382,1.6802406,1.3982184,2.5708947,1.8850456,1.9685003,2.1417851,1.4022411,2.1684992,2.671895,1.4492167,0.99858177,2.2046866,1.5716116,1.4667877,1.6271561,1.9468158,2.1423233,1.7751058,1.9335488
1.59266686,1.3157766,1.7209833,1.3908194,2.4596968,1.870089,1.9434714,2.0834985,1.3657637,2.0995848,2.6609504,1.4258243,1.0267482,2.1670456,1.4700093,1.3806134,1.6017207,1.9321841,2.1236465,1.7570701,1.9232743
1.406344634,1.2739203,1.6917017,1.2720023,2.382223,1.850081,1.9110231,2.0385852,1.3327408,2.0419545,2.649617,1.404185,1.0013043,2.1334388,1.3814371,1.3146666,1.5788467,1.9201413,2.1100922,1.736839,1.8978385
1.201002014,1.225088,1.619021,1.2264423,2.2988873,1.8248024,1.8481536,1.9859129,1.2911755,1.9831324,2.6286952,1.3816864,0.96019477,2.0872605,1.2988423,1.2481078,1.5537144,1.906356,2.0882306,1.700976,1.8672698
1.147822546,1.1863252,1.5572486,1.2066196,2.2112253,1.8003576,1.7788825,1.9292587,1.2461329,1.922332,2.6035874,1.358595,0.92545515,2.034747,1.2226562,1.1836396,1.5277655,1.8906246,2.0610638,1.6621481,1.8394744
1.110169929,1.171908,1.5256101,1.2520069,2.1298227,1.7783873,1.7207452,1.8753614,1.2050256,1.8622353,2.5795228,1.3357258,0.90590245,1.9847968,1.1543711,1.1259494,1.5032166,1.8742936,2.0339484,1.6265048,1.8180906
1.180040764,1.2275016,1.5800089,1.4343071,2.0801644,1.7633876,1.7076272,1.8374612,1.1864518,1.808899,2.5657012,1.3145775,0.93348217,1.956294,1.0983895,1.0836682,1.48557,1.8608181,2.0157492,1.6014954,1.8160644
1.227785834,1.2706491,1.6540213,1.3343629,2.0833957,1.7509968,1.7458007,1.8271389,1.1978687,1.7699138,2.5583792,1.2962863,0.9809394,1.9557143,1.0560153,1.0680783,1.4783758,1.8513218,2.0069306,1.5863225,1.8207308
1.122591411,1.210641,1.5840569,1.1633629,2.0703695,1.7290097,1.7205151,1.8045583,1.1893656,1.7315488,2.5353448,1.2771784,0.9356958,1.9361156,1.0121099,1.044982,1.465759,1.8403625,1.9897391,1.5579,1.7933834
1.117933355,1.1914091,1.5481168,1.2467546,2.0389216,1.7096124,1.6734998,1.7715425,1.1675352,1.6909959,2.5133245,1.2572693,0.9011567,1.9048586,0.96844035,1.0143387,1.4487435,1.8278767,1.9677178,1.528176,1.772691
2.278565554,1.1873504,1.553549,1.212935,2.0175533,1.6930779,1.6501614,1.7440836,1.1543332,1.653785,2.4974244,1.238123,0.8963787,1.8828329,0.9314137,0.98806995,1.4338996,1.8167852,1.9498676,1.5052589,1.7603695
1.320170605,1.1593318,1.5204091,1.1871939,1.9905195,1.674484,1.6134979,1.7139603,1.1342615,1.617457,2.4774916,1.218895,0.8678478,1.8552463,0.89550585,0.96110487,1.4171088,1.8050802,1.9299177,1.4794726,1.7399347
3.044039366,1.1435055,1.5268788,1.1676033,1.9751885,1.6580275,1.5865403,1.6876928,1.1165203,1.5845422,2.4661484,1.2002519,0.85266215,1.8312273,0.8647937,0.93718946,1.400997,1.7941707,1.9127625,1.4574984,1.7245502
1.594219545,1.1048282,1.5000671,1.1136317,1.9622239,1.6385158,1.5457506,1.6577764,1.0913496,1.5515196,2.454968,1.1813926,0.82017094,1.8002211,0.8361197,0.9125111,1.3829507,1.7820472,1.8916221,1.4313449,1.7018583
1.393923153,1.073608,1.4546075,1.0952477,1.9350853,1.6194596,1.5007405,1.6253452,1.0610908,1.5177687,2.4362946,1.1623725,0.7905771,1.7644538,0.80605644,0.88774985,1.3635795,1.7684962,1.8674868,1.4045116,1.6804638
1.200613843,1.0481905,1.416137,1.0795851,1.898283,1.6009712,1.4591937,1.5932727,1.029962,1.4841986,2.4136884,1.1434774,0.7665154,1.727889,0.7759132,0.86443985,1.34411,1.754041,1.8424598,1.378727,1.6607337
1.112110786,1.0270015,1.3846219,1.064318,1.858173,1.5830052,1.4224507,1.5628016,0.9999243,1.4513935,2.3898842,1.1248506,0.7462501,1.6922263,0.7469281,0.84309506,1.3251435,1.7390565,1.8174126,1.3541524,1.6423382
1.144329004,1.0089036,1.3583974,1.0493747,1.8184295,1.565521,1.3901215,1.5343695,0.9717733,1.4197122,2.365849,1.1065581,0.7284526,1.6581352,0.71956265,0.82374907,1.3069298,1.7238095,1.7926923,1.3307127,1.6250168
1.101241989,0.9930749,1.3362163,1.0347457,1.7810222,1.5484825,1.3614718,1.5080305,0.94572103,1.3893567,2.3419323,1.0886246,0.71228164,1.6258212,0.6939211,0.8062301,1.2895292,1.7084872,1.768424,1.3083075,1.608568
1.072517313,0.978921,1.3171517,1.0204226,1.7468624,1.531858,1.3358077,1.483669,0.9217033,1.3604212,2.318258,1.0710537,0.6972148,1.5952863,0.66995144,0.79029757,1.2729071,1.6932187,1.7446406,1.2868448,1.5928344
1.044568979,0.96601236,1.3005102,1.0063972,1.7162249,1.5156186,1.3125598,1.4611043,0.89953935,1.3329272,2.2948682,1.0538386,0.68292767,1.5664473,0.64754087,0.77570575,1.2569879,1.6780915,1.721338,1.266243,1.5776943
1.007692705,0.95403796,1.2857709,0.9926617,1.6890208,1.499739,1.2912797,1.4401419,0.8790124,1.3068483,2.2717752,1.0369679,0.66921836,1.53919,0.6265594,0.7622316,1.2416843,1.6631624,1.6984982,1.2464306,1.5630525
0.97042826,0.9427728,1.2725388,0.97920835,1.6649698,1.4841967,1.2716188,1.420596,0.8599078,1.282127,2.24898,1.0204287,0.6559603,1.5133935,0.6068795,0.7496836,1.2269117,1.6484667,1.6760992,1.2273451,1.5488349
0.959947635,0.9320536,1.2605127,0.96602964,1.6437076,1.468971,1.2533064,1.4022985,0.8420303,1.2586883,2.22648,1.004208,0.6430738,1.4889398,0.58838344,0.7379022,1.2125949,1.6340241,1.6541188,1.2089313,1.5349834
0.986343283,0.92176217,1.249461,0.9531184,1.6248485,1.4540439,1.23613,1.3851012,0.8252093,1.2364469,2.2042713,0.9882939,0.6305076,1.4657184,0.5709659,0.7267572,1.1986707,1.6198438,1.632536,1.1911405,1.5214525
0.933047363,0.91181225,1.239204,0.94046754,1.6080219,1.4393989,1.2199223,1.3688755,0.80929947,1.2153139,2.1823492,0.97267514,0.6182285,1.4436276,0.5545334,0.716143,1.1850872,1.6059273,1.6113323,1.1739295,1.5082062
0.907466874,0.90214115,1.229601,0.92807025,1.5928906,1.4250214,1.2045496,1.3535103,0.7941787,1.1952009,2.1607094,0.95734155,0.6062142,1.4225744,0.5390039,0.7059749,1.1718029,1.5922713,1.5904901,1.1572598,1.4952163
0.913599981,0.8960364,1.2285569,0.95410436,1.5805212,1.410907,1.1924227,1.3389517,0.7811107,1.1761907,2.139794,0.94228506,0.59449625,1.4040935,0.52458256,0.69620055,1.158789,1.5791126,1.5707191,1.141106,1.4828255
1.323702964,0.95295835,1.3303386,1.3916556,1.5936801,1.3991698,1.225746,1.3294631,0.79023445,1.1614541,2.1263864,0.9278459,0.5947207,1.4081177,0.51503146,0.6927,1.1472194,1.5686947,1.5575317,1.1273812,1.4817518
1.600430286,1.0823148,1.5981381,1.4899218,1.7201889,1.3989359,1.4104038,1.3582635,0.86512905,1.1743764,2.1343703,0.9177005,0.6501499,1.4815291,0.5208798,0.750767,1.1458036,1.5656924,1.5661985,1.1288515,1.5134277
1.236713774,1.0891812,1.6776191,1.0996484,1.9090338,1.3964753,1.5763791,1.4125515,0.9379636,1.2208443,2.140565,0.9124801,0.67161703,1.5629238,0.5294131,0.8543454,1.1499509,1.5658422,1.5872537,1.1349758,1.5228798
1.04185178,1.0234839,1.5730573,0.9223108,2.009138,1.3819185,1.5779325,1.4329283,0.95822746,1.2535876,2.1266007,0.9042524,0.6329041,1.589845,0.5255758,0.8949378,1.1460103,1.5628507,1.5883739,1.1233675,1.4990853
0.971592774,0.97259045,1.4807731,0.90571344,2.0275872,1.367216,1.513066,1.4263927,0.94387156,1.2665129,2.107558,0.8928673,0.5954683,1.5813367,0.513792,0.8863495,1.1353046,1.5564233,1.5753204,1.1061877,1.4758656
1.031371155,0.9458674,1.429633,0.9771637,2.0045705,1.354084,1.448021,1.4090064,0.91805613,1.2662117,2.089155,0.8801585,0.5710384,1.5609939,0.49996233,0.8579999,1.1217968,1.5481058,1.5585188,1.0901006,1.4582798
1.944738233,0.9576061,1.4535332,1.1142684,1.985372,1.3450781,1.4258672,1.395136,0.9051667,1.2611367,2.0777254,0.86813796,0.56683314,1.551384,0.49011943,0.83124596,1.1096212,1.5408832,1.548825,1.0801947,1.4525257
1.582574406,0.96060985,1.4803094,1.0217913,1.988396,1.3367333,1.4381568,1.3930346,0.9077387,1.2589778,2.070233,0.85768664,0.56997275,1.5558271,0.48516417,0.81915987,1.1005676,1.5354191,1.5453409,1.074396,1.448767
1.154421458,0.92074245,1.4149907,0.8960856,1.965783,1.3229529,1.4062018,1.3821609,0.89424133,1.2509046,2.052811,0.8462151,0.54780567,1.544281,0.4760369,0.7981894,1.0892881,1.528202,1.5337836,1.0609912,1.429778
1.020502358,0.88903815,1.3568796,0.88141596,1.9186797,1.3092579,1.3549582,1.3630763,0.8680632,1.2358432,2.0333197,0.8336832,0.5257937,1.5203567,0.46372822,0.76936364,1.0758991,1.5189146,1.5162159,1.0452274,1.4114735
0.961888491,0.86624384,1.3158747,0.89076847,1.8617835,1.2963059,1.3064429,1.3413558,0.83854985,1.2165122,2.0142138,0.8207831,0.5087121,1.4929361,0.45091826,0.7393856,1.0618745,1.5084952,1.4971638,1.0302132,1.3955246
1.298821183,0.8487575,1.2885504,0.8831495,1.8055446,1.2840105,1.2674216,1.3200254,0.8118197,1.1952877,1.9965417,0.8079807,0.49546674,1.4677012,0.43931577,0.7113609,1.0481513,1.4981931,1.4797884,1.0169071,1.3815873
1.090373193,0.8308416,1.2573282,0.8604601,1.7507172,1.2712269,1.2316155,1.2992964,0.78556687,1.1726745,1.977747,0.7952362,0.4829983,1.4415233,0.4279089,0.68598473,1.0347173,1.487276,1.4613158,1.0030413,1.3673111
1.02710127,0.8156868,1.2310776,0.84947014,1.6990466,1.2586783,1.1993604,1.2795436,0.7602456,1.1493157,1.9586756,0.78261256,0.47168455,1.4149753,0.41681156,0.6634271,1.0216688,1.4757266,1.4420409,0.9892791,1.3538166
1.569376582,0.8026016,1.2093409,0.8390367,1.6521317,1.2463812,1.1710418,1.2610402,0.7366984,1.1258731,1.9396894,0.7701835,0.4613287,1.3891282,0.4063033,0.64356256,1.0090904,1.4638126,1.4226979,0.9759633,1.3410472
1.253793312,0.83658665,1.2675219,1.1989104,1.6240789,1.2355436,1.1740193,1.2462146,0.72868747,1.1043453,1.9264555,0.7581773,0.4583442,1.3772687,0.39960802,0.6294605,0.9976564,1.4529908,1.4061873,0.96417516,1.3360722
2.962135221,0.9337702,1.4848278,1.3198211,1.6873246,1.2329619,1.2984366,1.259792,0.776392,1.1033051,1.9331499,0.7491188,0.49599704,1.4237126,0.4084486,0.6607085,0.99348617,1.448174,1.406224,0.96299654,1.3563516
2.278177383,0.9851874,1.6365492,1.1843039,1.8397939,1.2361575,1.4584634,1.3082091,0.836669,1.1405134,1.9502467,0.74539906,0.53293747,1.494644,0.42429674,0.7543811,0.99672514,1.447318,1.4233495,0.9724612,1.3764151
2.861210682,1.0038102,1.7345867,1.0724938,2.03745,1.2430598,1.6052053,1.3765835,0.8894181,1.209307,1.9753884,0.74748033,0.55335385,1.565999,0.44075242,0.882407,1.0040501,1.4486294,1.4519335,0.98913366,1.3929121
1.539875563,0.964219,1.7523639,0.92770004,2.2237089,1.2420208,1.6748806,1.434935,0.9152774,1.2878401,2.0000234,0.751542,0.53394145,1.6120912,0.45165524,0.9875174,1.0079538,1.4495554,1.477881,0.9991691,1.3875567
1.713388136,0.9459616,1.7664273,1.0133427,2.3681998,1.2372841,1.6639873,1.4603932,0.9143306,1.3437549,2.024259,0.75163406,0.51459646,1.6250044,0.45765796,1.0273826,1.0058333,1.4478076,1.4864317,0.99676996,1.3783878
3.848330308,0.96552217,1.8287741,1.0422335,2.4924884,1.2478414,1.7167101,1.5020279,0.92393816,1.4086022,2.0506365,0.75652313,0.53176373,1.6512204,0.46659464,1.0942339,1.0082903,1.4473205,1.5051731,1.0139452,1.3943224
2.1372712,0.93385065,1.8022192,0.9369951,2.5743737,1.2488289,1.7514671,1.541056,0.9281446,1.4766254,2.067148,0.7636496,0.5199718,1.6716489,0.4720221,1.1541324,1.0100819,1.4470845,1.5249543,1.0274454,1.3908466
1.514256257,0.88689,1.6868871,0.88955724,2.5582454,1.2353059,1.7022027,1.541805,0.91094285,1.5118122,2.0617373,0.7635354,0.49259245,1.6620898,0.46683905,1.141543,1.0048943,1.4436399,1.5243734,1.0169133,1.3687655
1.329874887,0.8504365,1.5865498,0.8771487,2.4734368,1.2216375,1.6229398,1.5174856,0.88127166,1.5162084,2.0460975,0.7575579,0.46951646,1.6346995,0.4555807,1.0845535,0.9947806,1.4371415,1.5110842,0.999555,1.3480531
1.251464284,0.8219313,1.5048399,0.86598986,2.356025,1.2083788,1.5442766,1.4828571,0.8476903,1.499809,2.0270362,0.74850297,0.45186156,1.6006463,0.4423463,1.0126573,0.9823776,1.428539,1.4927661,0.9820129,1.3296698
1.194791274,0.7991946,1.4376467,0.8550601,2.2279906,1.1954961,1.473706,1.4451956,0.8143319,1.4698497,2.0069067,0.7379138,0.43781874,1.5649354,0.4289815,0.94000316,0.96915805,1.4185231,1.4726756,0.96525043,1.3131262
1.156750486,0.7806518,1.3818114,0.8443394,2.1021156,1.1829591,1.4119527,1.4079479,0.7830193,1.4315275,1.9865633,0.7266376,0.42608052,1.5297467,0.41625705,0.8728089,0.95590395,1.4075931,1.4521755,0.94933176,1.298034
1.155197801,0.79438984,1.371597,0.98343384,1.9907823,1.1746151,1.3689042,1.3750253,0.7606486,1.3891377,1.9689522,0.71581036,0.42778546,1.500724,0.40651983,0.81582266,0.9444214,1.3969059,1.4337051,0.9382431,1.2918872
2.0479918,0.8398272,1.4395655,1.0521017,1.9227027,1.1752236,1.3747234,1.3590779,0.76637965,1.3508658,1.9597567,0.7086627,0.45668715,1.4939901,0.40677163,0.78272814,0.9399828,1.3898041,1.4248412,0.9425816,1.30241
1.426141371,0.85007584,1.4838699,0.96668017,1.8970361,1.1769742,1.3966396,1.360607,0.7828542,1.3243781,1.9563111,0.70534575,0.46839562,1.4983076,0.41227576,0.7740434,0.93953836,1.3856584,1.4238809,0.95264983,1.3079808
4.075798692,1.0013646,1.6471677,1.5602365,1.9223753,1.1913193,1.4645756,1.387052,0.8176209,1.313063,1.9709935,0.70649314,0.54075414,1.5216342,0.42887568,0.80327994,0.94698745,1.3847582,1.4305617,0.9753329,1.347361
11.15604328,1.552258,2.232673,4.135045,2.1468527,1.2651833,1.8283147,1.5369278,0.9712513,1.3443817,2.040777,0.7289049,0.93433917,1.6580682,0.934837,1.0354503,1.0079615,1.3958834,1.4715033,1.0790434,1.5407633
6.075269078,2.0180178,2.8202248,8.135381,2.6263692,1.3758864,2.4375765,1.855437,1.2332548,1.4465227,2.134862,0.79161114,1.4200743,1.9107413,2.353494,1.5493,1.1403553,1.4218017,1.5613575,1.271595,1.7843198
3.252099185,1.8750033,2.8348541,2.7266693,3.076326,1.4183528,2.7414038,2.1265852,1.4163839,1.5902482,2.178407,0.8658891,1.3758022,2.1026804,3.3317993,1.984885,1.2473949,1.4489644,1.6512606,1.3962426,1.8107609
2.594925167,1.5703405,2.4710455,1.2259037,3.2491817,1.3917186,2.6289828,2.2016814,1.4533987,1.6821916,2.1702342,0.90383834,1.0907335,2.1558607,3.6019855,2.0809062,1.2790648,1.4648376,1.6814008,1.3834758,1.7121195
2.508751138,1.3450271,2.1627715,1.164442,3.213482,1.364423,2.3860898,2.1564167,1.4054704,1.7185576,2.151006,0.91284823,0.86878127,2.1298249,3.4976285,1.9734075,1.2620132,1.4701546,1.6745703,1.3341308,1.6250213
2.336403079,1.2614961,2.0252867,1.327309,3.098506,1.366837,2.1936753,2.0806987,1.335605,1.7285964,2.1455667,0.91450524,0.7703796,2.084901,3.2520158,1.8251902,1.229638,1.469874,1.6637617,1.3121684,1.5919187
2.570082204,1.2722884,2.0950916,1.3609967,3.0640733,1.4156157,2.180361,2.0654645,1.3047323,1.7672563,2.1830525,0.9416936,0.8005716,2.0801172,2.9820108,1.7968062,1.2169768,1.4730783,1.6895818,1.3784238,1.6298039
3.464428888,1.2820424,2.1534584,1.4373155,3.0799158,1.4592687,2.2137733,2.0824776,1.2953345,1.8295872,2.2306626,0.9855424,0.8228813,2.0925264,2.7656875,1.8269079,1.2165134,1.4799541,1.7324562,1.4589648,1.6596204
4.770625326,1.4901022,2.3700407,3.7811027,3.1594002,1.5198095,2.3414314,2.1499724,1.3311918,1.9088128,2.29634,1.0402583,0.9947029,2.1408048,2.8236465,1.9329875,1.2431266,1.4919475,1.7851771,1.5595832,1.7464744
4.209717792,2.1160154,3.872338,11.544867,3.3974113,1.6300466,2.705765,2.3380647,1.4672208,2.0240526,2.4024353,1.1152878,1.4868988,2.2794404,3.4427245,2.2317662,1.3331002,1.5135336,1.8630539,1.7263721,1.9691077
15.8874633,2.9402199,7.1557026,12.6819725,3.8974943,1.7941129,3.401053,2.9363456,1.7554963,2.1935368,2.6176736,1.2288953,2.287795,2.6557863,4.8006916,2.8387485,1.5294871,1.5504158,1.9858875,1.9944053,2.3206222
7.004163009,3.0725572,8.055623,6.1561885,4.4745817,1.9219722,3.961467,3.7554576,2.0432005,2.412661,2.8089876,1.366836,2.5531423,3.111439,6.001277,3.4826796,1.7397711,1.5944368,2.129098,2.2399886,2.4931407
5.792292198,3.6622057,8.71295,12.718493,4.965184,2.056804,4.295598,4.328353,2.259457,2.6495626,2.9893749,1.5082321,2.7045887,3.4594579,6.7531424,3.9752767,1.9086121,1.6387064,2.2667387,2.4471369,2.6643271
24.52388664,6.3504486,12.776384,19.411959,5.7230105,2.322745,5.223958,5.907411,2.6784875,3.0012577,3.8642962,1.6935315,3.990842,4.1884823,8.30079,4.829653,2.2265673,1.700175,2.4546847,2.8425078,3.2401986
,7.277828,14.564502,11.939896,6.6866317,2.5566292,6.432374,7.885011,3.1778688,3.6508741,4.2748284,1.9193861,4.7610965,5.0474644,9.98129,5.8503356,2.6185853,1.7749211,2.683694,3.263254,3.6272275
,6.2542152,12.966555,5.2956605,7.372626,2.6724772,6.7762666,8.653527,3.4587493,4.2230535,4.089991,2.1309948,4.2481403,5.5021496,10.682613,6.423268,2.8572543,1.8428715,2.884998,3.496217,3.5845
,5.1817427,11.069727,3.4843507,7.6473656,2.6919742,6.4714336,8.521958,3.5119326,4.6131654,4.024523,2.2918868,3.4957523,5.629882,10.553308,6.471591,2.9249985,1.8958616,3.0198658,3.5604713,3.3979504
,4.4560103,9.541103,4.974355,7.582802,2.672976,5.895388,7.947459,3.4026005,4.8065944,4.028758,2.3740165,2.941553,5.567008,9.980451,6.1050553,2.870115,1.9283006,3.0670085,3.486012,3.2124126
,5.656687,10.133832,15.443126,7.486941,2.8424819,5.8182297,7.494558,3.4187748,4.9374466,4.1317067,2.4747767,3.5303903,5.6064887,9.828103,5.954493,2.8927205,1.9641145,3.1525338,3.6412067,3.4721353
,8.159661,13.972063,19.22423,7.768067,3.143004,6.5984526,8.324402,3.9098,5.12708,4.77313,2.6545978,5.2710776,6.165073,10.910828,6.4569,3.1824677,2.0267255,3.3364556,4.0819187,4.1187773
,8.660719,15.275658,12.836806,8.244183,3.3781576,7.5214043,9.522976,4.664856,5.4883766,5.0964403,2.8824556,6.0295777,6.8254447,12.143053,7.1696577,3.5520813,2.1092362,3.5713797,4.5018115,4.466936
,8.815965,15.391225,14.162315,8.650562,3.5761762,7.940761,10.054805,5.2492595,5.818623,5.1610594,3.1149783,6.1129127,7.2838745,12.896388,7.6979556,3.842924,2.2871516,3.8028264,4.8151126,4.650229
,9.937126,17.10364,17.459366,9.136501,3.844472,8.568782,10.913394,5.995232,6.1759124,5.6891766,3.3678718,6.9251385,7.8427944,13.8202095,8.29467,4.18538,2.7621405,4.0513687,5.2105937,5.0664945
,10.341155,17.987965,14.930092,9.703473,4.0896187,9.339257,11.841163,6.785181,6.6357083,5.9808636,3.6364877,7.483308,8.428354,14.761008,8.905242,4.550388,3.4323034,4.314947,5.605753,5.3782325
,9.6195345,17.084328,10.1123085,10.113152,4.252271,9.5055065,12.119085,7.299847,7.001225,5.938071,3.8919153,7.21683,8.807875,15.233883,9.268797,4.809022,4.053388,4.5570955,5.8785205,5.4117613
,8.363888,14.995375,6.9836802,10.206847,4.3324833,9.146457,11.666427,7.4205675,7.2470846,5.8694644,4.1056137,6.3933372,8.888981,15.039391,9.245215,4.889947,4.467554,4.7448497,5.9956813,5.233758
,7.2229548,12.903847,5.3401375,10.008541,4.3608665,8.556379,10.843429,7.2748723,7.387061,5.858578,4.268629,5.556994,8.777713,14.363625,8.9092865,4.8294086,4.6993585,4.873257,6.0080104,4.9916925
,6.8689494,11.7724285,10.314995,9.624496,4.4073625,8.002618,9.929412,7.0307918,7.4296207,5.8865767,4.3891373,5.2775598,8.590628,13.58109,8.430592,4.7156615,4.805034,4.9568286,5.999756,4.895839
,7.667067,12.789211,13.217959,9.391497,4.559336,7.9557776,9.209787,6.96273,7.4333096,5.9630594,4.519422,6.1193643,8.563346,13.523093,8.244784,4.7529964,4.879367,5.061844,6.1648645,5.1333203
,7.3420825,12.320749,7.7210984,9.219477,4.6476164,7.9023275,8.62079,6.9136367,7.428736,6.004726,4.656869,6.176832,8.585253,13.493385,8.151416,4.815126,4.97492,5.175107,6.3014073,5.1370773
13.41520027,6.5067515,10.76972,5.0305405,8.9142685,4.6607804,7.556148,8.028049,6.736307,7.3945317,6.020251,4.768831,5.5666966,8.469809,12.973341,7.874821,4.776243,5.004098,5.2549953,6.3042803,4.9513035
12.66991136,5.885372,9.456409,4.9621873,8.500811,4.657118,7.1364665,7.4567327,6.4994974,7.318014,6.034057,4.8503914,5.1349416,8.273975,12.234582,7.4771338,4.682389,4.9706254,5.301298,6.255905,4.793333
10.43404465,5.285835,8.268779,4.5756636,7.9858947,4.5944676,6.662293,6.902094,6.2153554,7.1901593,6.0219445,4.89304,4.725465,8.0241165,11.362433,6.977907,4.5478683,4.8923016,5.3087745,6.1310873,4.5916076
8.868937953,4.769949,7.167163,4.41899,7.344763,4.4699473,6.120503,6.3389697,5.872711,6.984527,5.968144,4.8734226,4.368367,7.720898,10.455146,6.362838,4.3753977,4.773544,5.2577515,5.8864117,4.360249
8.123649049,4.4033237,6.305159,4.3249426,6.671888,4.382529,5.62917,5.8120184,5.5247083,6.7298756,5.9027777,4.8212905,4.118621,7.405251,9.593089,5.749353,4.1966887,4.630503,5.1848736,5.6558022,4.1896663
8.095700716,4.1382875,5.6848626,4.248346,6.078449,4.3242173,5.253917,5.3618855,5.2268906,6.469393,5.8546185,4.776242,3.9746537,7.1133523,8.81413,5.235365,4.043272,4.4838266,5.126864,5.5043807,4.0751357
7.136141252,3.9030979,5.1286497,4.1601496,5.5546637,4.2234974,4.905224,4.956897,4.9448285,6.19282,5.806241,4.714252,3.8608882,6.825062,8.11992,4.7666993,3.90387,4.3309264,5.0546904,5.3054733,3.9423728
6.484013461,3.7606838,4.634036,4.1116066,5.071966,4.154011,4.608039,4.6012425,4.690395,5.9118876,5.7458043,4.6447983,3.7919755,6.5506315,7.5003695,4.36086,3.782785,4.177748,4.9796505,5.1266274,3.85196
6.251110679,3.6829991,4.290285,4.0346518,4.670106,4.129968,4.4098964,4.3162727,4.497589,5.6501913,5.691123,4.591856,3.7918706,6.3146844,6.955772,4.0556517,3.6954582,4.0370865,4.9288664,5.037276,3.8010962
5.766672892,3.5899293,3.9799106,3.9445093,4.3356767,4.098609,4.2435064,4.0787764,4.320605,5.398629,5.637837,4.5353928,3.7667181,6.1010795,6.474577,3.7907526,3.619314,3.9030676,4.889615,4.9626713,3.729594
